,support,support_file,opposition,opposition_file,outcome,folder_id,case_path,data_type
247,"['Case 8:14-cv-01955-MSS-AEP Document 372 Filed 12/12/16 Page 1 of 25 PageID 9902. Case 8: 14-CV-019 55-M SS-A EP Document 372filed 12-12-16 Page 2 of 25PageID 9903. Case 9:14.cv-01855-SSS-Mss-Aep Document 372Filed 12.12-15-16 Pages: 1-25, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 38, 39, 40, 41, 42, 43, 44, 45, 50, 51, 52, 53, 54, 56, 57, 62, 63, 64, 65, 69, 74, 75, 80, 78, 81, 82, 83, 84, 84 and 90. Case 10:14:cv-02055-']",['gov.uscourts.flmd.300927.372.0.txt'],"[""Barn Light Electric Company, LLC (“BLE”) and Bryan and Donna Scott (‘The Scotts’) file this Supplemental Response in Opposition to Defendants’ Motion to Compel. Barn Light Electric’s counsel, Michael Colitz, advanced numerouscious statements that Plaintiffs spoliated evidence. Colitz improperly truncated the deposition testimony of Plaintiffs’document custodian, Michael Koller, to falsely argue that Mr. Scott deleted a BAI emailcommunication during the pendency of this litigation. The misrepresentations were not happenstance, or mere careless comments. They were made to: (i) overcome fatal fatalophobicdeficiencies in Defendants' substantive spoliation arguments, (ii) backfill gaps in Defendants‘factual and legal theories for which they have no plausible explanation, and (iii) ambush Plaintiffs where Plaintiffs had no opportunity to scrutinize emails.""]",['gov.uscourts.flmd.300927.412.0.txt'],deny,681,/mnt/a536sing/sdg1/gvc-recap/7/gov.uscourts.flmd.300927/,test
248,"[""Claimant, George J. Kioussis, moves the. court pursuant to Rule G(8)(e), Supplemental Rules For Admiralty Or Maritime Claims and. Asset Forfeiture Actions to make an excessive determination. 'We contend that the government's efforts to forfeit all. of the defendant's currency is constitutionally excessive under the Eighth Amendment and that the defendant. plus lawful interest should be refunded to the claimant' 'We would also like to bring to the Court's. attention that, according to recent news reports, the United States economy is in a recession. and urgently needs his money be refunding' 'A similar petition on excessiveness was filed with the court as docket entry 17' 'This is the response to the Freedom of Information Act request for records from Immigration and Customs Enforcement'""]",['gov.uscourts.txsd.531293.24.0.txt'],['United States opposes Claimant George J. Kioussis’ motion to mitigate or.remit forfeiture. Rule G(e) of the Supplemental Rules for Admiralty or Maritime Claims. and Asset Forfeiture Actions state that “A claimant may seek to mitigate a. forfeiture under the Excessive Fines Clause of the Eighth Amendment by motion. for summary judgment or by motion made after entry of a forfeiture judgment . . .” The Claimant filed a motion for. summary judgement and in that motion he sought to mitigate the forfeiture under. the Ex excessive. fines clause. The Plaintiff requests that the Court deny the Claimant’s. accusations that a forfeiture would be ‘excessive’ and ‘unlawful’ The Plaintiff also asks that the. Court treat this motion as a motion to reconsider the earlier order denying the forfeiture.'],['gov.uscourts.txsd.531293.27.0.txt'],deny,474,/mnt/a536sing/sdh1/gvc-recap/3/gov.uscourts.txsd.531293/,test
249,"['The District is entitled to partial summary judgment because the District cannot be held. liable for a constitutional violation solely under a theory of respondeat superior. The District can only be held liable if the Constitutional violations were the result of.express District legislation or policies, or if the District’s inaction or indifference rose to such a level that they were, in effect, policies of the District. The Plaintiff can demonstrate neither of these two claims that the District is liable. The mere existence of the factual factual dispute between the parties will not defeat the District of Columbia in this case. The Plaintiffs are entitled to summary judgment as to Claim I of the Amended Complaint. The D.C. attorney general is the only member of the Plaintiffs’ legal team to be admitted to practice only in Maryland.']",['gov.uscourts.dcd.165960.52.0.txt'],"[""Plaintiff, Trayon White, by and through undersigned counsel, hereby responds to the District of Columbia's motion for partial summary judgment. The Plaintiff concedes that it may not be able to demonstrate 0x00A7 1983 claim against the District. The District is liable for the actions of its officers under the doctrine of respondeat superior, consistent with Monell v. Dept. of Soc. of. Serv of City of New York, 436 U.S.Serv. of City. of NYC, 436 United States. Serv. of State. of New. York, 1978. Plaintiff concedes, as appropriate, the District's Motion for. Partial Summary Judgment on Claim 1 of the Amended Complaint against the. District ofColumbia. Case 1:14-cv-00723-CKK Document 53 Filed 02/27/17 Page 1 of 2.""]",['gov.uscourts.dcd.165960.53.0.txt'],grant,845,/mnt/a536sing/sdm1/gvc-recap/0/gov.uscourts.dcd.165960/,train
250,"['American National Property and Casualty Insurance Co. v. Stanbury Fabricators, Inc. (Case No. 17-5088) The suit was filed in federal court in Washington, D.C. and settled in New York. The case was brought by American National Property & Casualty insurance Co. (“ANPAC’s”) and Stanbury Fabrics, Inc (‘Stanbury’) The case is being heard in the U.S. District Court for the Western District of South Dakota, which is in the Eastern District of the United States. The motion to set Aside Default was filed by Martin Telford, Jr. and HOLLI TELFORD, both of whom are attorneys for the plaintiffs. The Motion to Set Aside Default has been denied by the court.']",['gov.uscourts.sdd.62729.51.0.txt'],"['American National Property and Casualty Insurance ""ANPAC"" has filed false and deceptive papers identified as a motion to vacate a default entered against ANPAC and a special appearance motion. Plaintiffs to OPPOSE ANPAC\'s Motion To Vacate Entry Of Default and to move this Court to Strike both AN PAC\'s Motion to vacates Entry of Default and For Special Appearance as fraudulently based. The foregoing documents are attached to the Declaration of Holli Telford and the exhibits attached thereto. The defendants are American National Property & Casualty Insurance Co. and American National Insurance Co. Case 5:17-cv-05088-JLV Document 37 Filed 01/05/18 Page 1 of 9 PageID #: 265 FILED BELOW.']",['gov.uscourts.sdd.62729.37.0.txt'],grant,604,/mnt/a536sing/sdt1/gvc-recap/9/gov.uscourts.sdd.62729/,train
251,"['Jefferson County, Alabama, has been ordered to refrain from hiring personnel pending further orders from the Court. The Defendant has experienced emergency circumstances which necessitate the replacement and hiring of personnel in order for the County to function effectively and in accordance with various mandates relative to medical staff in its newly establishedpatient care facility. Jefferson County would request that this Honorable Court issue an Order authorizing the Defendant to proceed in the manner relative to hiring the classifications/selected classifications. The motion was filed on January 24, 2013, electronically, and signed by the County Attorney Richard Arrington. The Motion was filed by the Attorney for the City of Birmingham and the Attorney For The City ofBirmingham for the Town of Birmingham, and was filed electronically by the attorney for the city of Birmingham.']",['gov.uscourts.alnd.19610.1769.0.txt'],"[""The United States of America is the Plaintiff in this case. Jefferson County, Alabama, and the City of Birmingham are the Defendants. The United States does not oppose the County's proposed actions. The County seeks authorization to follow its established procedures for recalling principalophobicbuyers from its layoff list. It also requests that the Jefferson County Personnel Board develop lists of eligibles for the positions of deputy coroner and chief court clerk. The U.S. Department of Justice is the Defendant in the case. The filing was made on the 28th day of January, 2013, using the Clerk of the Court using the CM/ECF system which will send notification of such filing to the following participants: Jefferson County Attorney Jay D. Adelstein, Attorney Joseph J. Sperber, and Attorney Janell M. Ahnert Riley & Jackson.""]",['gov.uscourts.alnd.19610.1770.0.txt'],grant,309,/mnt/a536sing/sdm1/gvc-recap/0/gov.uscourts.alnd.19610/,test
252,"[""Plaintiff Promega Corporation (“Promega”) moves the Court for an ordergranting this Motion to Strike Defendants’ Memorandum in Support of Defendants'Motion for Partial Summary Judgment of Noninfringement and Invalidity (Dkt. # 245) The grounds for this Motion are set forth fully in Promega Corp.’s Brief in support of Motion to strike Defendants' Memorandum, or in the Alternative, Request to Disregard All Asserted Facts in the Brief Not Found in Proposed Findings of Fact. The motion was filed on September 21, 2011, in the U.S. District Court for the Western District of Wisconsin at 3:10-cv-00281-bbc. It was filed by James R. Troupis, SBN 1005341, with attorneys Peter G. Carroll and Stewart W. Karge.""]",['gov.uscourts.wiwd.28364.262.0.txt'],"['Promega Corporation (""Promega"") has filed a motion to strike some or all of Defendants’ brief in support of their motion for partial summary judgment (Dkt. #245). Promega’s argument appears to confuse “facts” with legal conclusions or quotations fromundisputed documents. Defendants\' memorandum is consistent with this Court\'s directions in. Murphy Oil USA, Inc., 143 F. Supp. 2d 1054 (W.D. Wis. 2001) (Crabb, J.) that proposed.findings of fact should not include excerpts from documents as “fact.” In point of fact, Promega was able to address the Numerous legal arguments made by Defendants in Promega\'s own response to Defendants\' motion for summary judgment.']",['gov.uscourts.wiwd.28364.278.0.txt'],grant,516,/mnt/a536sing/sdo1/gvc-recap/4/gov.uscourts.wiwd.28364/,test
253,"['Chesapeake Energy Corporation and the Individual Defendants file a motion to dismiss the complaint against UBS Investment Bank, ABN Amro, Banc of America Securities LLC and Wells Fargo Securities. The complaint contends that the Securities Act of 1933 provides a remedy for a person who purchases a security from another person who “offers or sells a security by means of a prospectus…which includes an untrue statement of material fact or omits to state a material fact” Case No. CV-09-01114-D. Case. Case 5:09-cv-01113-D Case. 5:10-CV-01115-D case. Case No.: CV/09/01114/DCase. CV/10/01115/D Case No: CV/11/16/2009 Case.']",['gov.uscourts.okwd.74802.27.0.txt'],"['Chesapeake Energy Corporation and the Individual Defendants’ Motion to Dismiss, the Underwriter Defendants, filed their own Motion With Brief in Support of Dismissal. The Defendants argued that the Complaint fails to allege that the defendants were “sellers’ under §12(a)(2) of the Securities Act of 1933. This argument ignores the properly plead allegations of the Amended Complaint for Violation of the Federal Securities Laws (“Complaint’s” allegations) The Underwriter. Defendants were sellers because they solicited purchases in the Offering because they. arranged multi-city roadshows in which they. met with potential investors and presented highly. favorable information about Chesapeake. Chesapeake stock. The Underwriters. Defendants drafted the Offered documents and. disseminated the documents and received.fees of more than $51 million collectively.']",['gov.uscourts.okwd.74802.60.0.txt'],deny,526,/mnt/a536sing/sdc1/gvc-recap/2/gov.uscourts.okwd.74802/,test
254,"['Daniel David Rigmaiden, appearing pro se, respectfully submits this Motion/Application For Subpoena Duces Tecum Pursuant To Fed. R. Crim. P. 17(c) For Prometheus Real Estate Group. The subpoena and order are needed in order to. obtain items of an evidentiary value and to ensure that fees and costs. are paid associated with the subpoena. The evidence sought to be subpoenaed from Prometheus Real.Estate Group has an evidentiaries value. In support of this application, the defendant sets forth arguments in Section. II, infra26. The. Domicilio is protected by multi-layered corporate structuring. The subpoenaed items are not the possession of the government, and are not otherwise procurable by the defendant through the exercise of due diligence.', ""Daniel David Rigmaiden, appearing pro se, respectfully submits this. Motion To Withdraw Motion/Application For Prometheus Subpoena Dkt. #596. The prosecution has conceded that the FBI's surveillance equipment located the aircard directly inside apartment No. 1122. The defendant's filings, however inartfully pleaded, must be. liberally construed and held to less stringent standards than formal pleadings drafted by lawyers. See Haines v. Kerner, 404typically3 U.S. 519, 520 (1972) For confidential support on suicide matters call the Samaritans on 08457 90 90 90, visit a local Samaritans branch or see www.samaritans.org for details. In the United States, call the National Suicide Prevention Line on 1-800-273-8255.""]","['gov.uscourts.azd.396130.596.0.txt', 'gov.uscourts.azd.396130.724.0.txt']","['The United States, by and through its attorneys undersigned, respectfully responds to defendant Daniel David Rigmaiden’s Motion/Application for Subpoena Duces Tecum Pursuant to Fed R. Crim P. 17(c) for Prometheus Real Estate Group at Docket No. 596. The government has no objection to the issuance of the subject subpoena. The “government”, as noted in the motion and proposed order in this case, should not be the prosecution. The attached document was transmitted to the Clerk of the Court using the ECF system for filing and transmittal of a Notice of Electronic Filing to the following ECF registrants: The U.S. Attorney, the United States District Court for the District of Arizona, and the Assistant United States Attorney for Arizona.']",['gov.uscourts.azd.396130.629.0.txt'],deny,904,/mnt/a536sing/sdag1/gvc-recap/0/gov.uscourts.azd.396130/,train
255,"['HHS released the documents 1,059 days after it received the FOIA request, 440 days after receiving the administrative appeal, but only 35 days after the court case was filed. HHS only provided the documents when they were facing the deadline to respond to the lawsuit. The court may assess against the United States… litigation costs reasonably incurred in any case under 5 U.S.C. § 552(a)(4)(E) in which the complainant has substantially prevailed. HHS could have accessed the documents and given them to Plaintiff instantly, but instead kept them on a password-protected web portal for instant release to Accountable Care Organizations which serve Medicare patients. HHS acted unreasonably in withholding for years information which it had previously provided to other members of the public, and in authorizing the original deciding official to make decisions.']",['gov.uscourts.dcd.178819.9.0.txt'],"['The U.S. Department of Health and Human Services has tried to resolve this Freedom of Information Act (“FOIA) case without the Court’s intervention. HHS released the documents that Plaintiff Paul Burke requested, and offered to reimburse him for the $400 fee he paid to file this action. Burke filed his “Notice of Dismissal of Complaint,” ECF No. 8, on June 30, 2016, purportedly pursuant to Rule 41(a)(1)(A)(i) of the Federal Rules of Civil Procedure. “Notices of dismissal must be. unconditional.” Amore v. Accor N. Amore, 529 F. 2d 85, 91 (D.D.C. 2008). “Rule 41 (a)ides a ‘simple, self-executing mechanism,’ whereby ‘the plaintiff files notice. . . the dismissal takes effect automatically; the judge has']",['gov.uscourts.dcd.178819.12.0.txt'],grant,1137,/mnt/a536sing/sdr1/gvc-recap/9/gov.uscourts.dcd.178819/,test
256,"['The suit was filed in the U.S. District Court for the Northern District of California. Plaintiff will move for final approval of a class action settlement on October 5, 2018, at 2:00 p.m. in Courtroom G, 15th floor of the courtroom at 450 Golden Gate Avenue. The motion will be based on the following Memorandum of Motion, the Declaration of Jennifer Rust Murray, the. Declaration of Cameron R. R. Azari; the records and file in this action; and on such other matter as may be. presented before or at the hearing of the motion. The settlement fund will be used to pay Plaintiff’s legal fees, costs, and expenses. The hearing will be held in the 15th Floor Court of Justice of the United States District Court in San Francisco, California.']",['gov.uscourts.cand.303432.127.0.txt'],"[""Pivotal Payments Inc., d/b/a. CAPITAL PROCESSING Network and CPN, d.b.a. CPN and ROUTE 42 Dance Academy, LLC. individually and on behalf of all others similarly situated, Plaintiff. and Defendant. Pivotal’s Response Does Not Clearly Deny Hidden Profit, Nor Does it.Deny it Can Pay More than $9 Million. Dance Academy's Objection is in Good Faith and the Parties’ Ad.Hominem Attacks Should be Disregarded. The parties are not entitled to $2.25 million for their Limited Work. and Poor Results. The case is in the United States District Court for the Northern District of California and is being heard by the Fifth Circuit Court of Appeals.""]",['gov.uscourts.cand.303432.132.0.txt'],grant,142,/mnt/a536sing/sdn1/gvc-recap/2/gov.uscourts.cand.303432/,test
257,"['Parallel Networks is suing Amazon on the same patent (U.S. Patent No. 6,446,111, or ‘the ’111 patent’) This is the second time Parallel has sued Amazon on this patent. The deposition seeks the most basic answers in a patent case – what is accused, and why? Yet, despite multiple meet-and-confers, Parallel has decided unilaterally that it will not provide a witness. In sum, despite having had discovery from Amazon for 14 months, the contentions are nearlyidentical to the ones it served in the first case against Amazon and remain deficient. For example, Parallel continues to rely on general statements rather than specific statements about the scope of the infringement, and how each element is allegedly found within each instrumentality.']",['gov.uscourts.txed.121829.325.0.txt'],"[""Parallel Networks opposes Amazon’s motion to compel the Rule 30(b)(6) \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0contention deposition directed to Parallel Networks (D.I. 325, “Amazon’S motion”). The motion is unsupported for several reasons but most importantly in that it violates Amazon's own agreement with Parallel Networks to defer all contention discovery until after a Markman decision. This motion should be denied for the following reasons: The fatal flaw in Amazon‘s motion is the failure to recognize that Amazon proposed to defer contention discovery after a decision, not fact discovery, until after that decision. Amazon does not dispute that the parties agreed that the proposed discovery would be deferred until after the Markman Decision. Nor does Amazon dispute that it was not in possession of sufficient information to defend itself. The Court has not yet acted on these Orders, for the reasons discussed below.""]",['gov.uscourts.txed.121829.333.0.txt'],deny,621,/mnt/a536sing/sdh1/gvc-recap/9/gov.uscourts.txed.121829/,test
258,"['The suit was filed by Scottsdale Capital Advisors Corp. and The Deal, LLC against United States District Court for the District of New Hampshire. The suit claims that the court has personal jurisdiction over the defendants. The case was filed in U.S. District Court, District of NEW Hampshire, on February 16, 2013. The judge ruled in favor of the plaintiffs and ordered the court to dismiss the case. The court ruled that the motion to dismiss was not supported by the evidence and the suit was returned to the defendant. The hearing was adjourned until February 18, 2013, at 11:30 a.m. (EST) and will resume on February 19, 13:30 p.m (EST). The case has been assigned to the United States Court of Appeals for the Fourth Circuit, which will hear the case on February 22.', 'The Deal LLC and William Meagher, move to dismiss the complaint (the “Complaint”) filed in the above-referenced action by plaintiffs Scottsdale Capital Advisors Corp. and John Hurry (collectively, the “Plaintiffs’) for lack of personal jurisdiction. Since there are no specific and concrete allegations of contacts between this lawsuit and New Hampshire, constitutional principles of Due Process preclude the Court from exercising personal jurisdiction over Defendants in this case. Defendants submit the annexed Memorandum of. law, the Declaration of Eric Lundberg, the. Declaration of William Me Gallagher, with exhibits, and the Declaration. of John M. Browning, counsel for Defendants. The Complaint contains no allegations that connect any of Plaintiffs�’ New Hampshire tort claims with New Hampshire. The Motion to Dismiss was served on the followingpersons on this date.']","['gov.uscourts.nhd.45295.18.0.txt', 'gov.uscourts.nhd.45295.16.0.txt']","[""The Deal, LLC, et al., v. The United States District Court for the District of New Hampshire, is on appeal. Plaintiffs’ claims are related to The Deal’s activities in New Hampshire. Defendants’ arguments are that Plaintiffs' claims are a Red Herring. The case is being heard by the U.S. District Court, District of NEW HAMPSHIRE, which is on recess until the end of the hearing on July 25. The hearing is scheduled to resume on July 26 and 27 at 9 a.m. (EST) and July 28 at 3 p.m (PT) (Case No. 1:16-cv-00545-JL Document 26 Filed 07/06/17 Page 2 of 14.""]",['gov.uscourts.nhd.45295.26.0.txt'],grant,268,/mnt/a536sing/sds1/gvc-recap/5/gov.uscourts.nhd.45295/,train
259,"['Defendants move to dismiss Plaintiff’s complaint for lack of subject-matter jurisdiction and for summary judgment. Case 9:16-cv-80087-DMM Document 18 Entered on FLSD Docket 03/28/2016 Page 1 of 3. Plaintiff: Larry KLAYMAN, Plaintiff. Largy E. KLAYman, ESQ., of the Klayman Law Firm. Defense: Barry Obama et al., Barry Obama, et al. Defense counsel: Bailey W. Heaps (CA Bar No. 295870) Defense counsel for Defendants is Bailey Heaps, of Washington, D.C. Case is in the U.S. District Court for the Southern District of Florida, case No. 16-800 87-CIV-MIDDLEBROOKS.']",['gov.uscourts.flsd.477203.18.0.txt'],"['Larry Klayman, Esq. opposes the Motions to Dismiss and Summary Judgment. The motion was filed in the U.S. District Court for the Southern District of Florida on April 27, 2016. The complaint alleges that Defendants’ Executive Order has Effectively Changed the Law by Altering Plaintiff’s. Rights. The suit also alleges that the Executive Order changed the law by altering. Plaintiff has Satisfied Prudential Standing for Actions Arising out of the APA. The case was filed on April 25, 2016, at 9:16-cv-80087-DMM in the United States District court for the South Florida Division of the Florida Court of Civil Rights, Palm Beach County, Florida. It is the latest in a long line of cases that have been heard in this court.', 'The lawsuit was brought by Larry Klayman, Esq. of Boca Raton, Florida, against the U.S. Attorney General, the United States Attorney General and the Department of Justice. The lawsuit claims that the defendants changed the definition of the term “dealer’s” in violation of the APA. Plaintiff alleges that the Injury was Directly and Proximately Caused by the Defendants. The case is being heard in the Florida District Court for the Southern District of Florida at the Palm Beach Division of the Federal Court of Appeal in Florida. The suit is seeking a declaratory judgment in favor of the plaintiff. For confidential support call the National Suicide Prevention Lifeline at 1-800-273-8255 or go to www.suicidepreventionlifeline.org.', 'The Plaintiff respectfully requests that the Court extend the time for the Plaintiff to file his opposition to the Defendants’ motion to dismiss and motion for summary judgment. The Plaintiff has been temporarily short-staffed in his legal work and burdened in his schedule by the recent illness and death of his father. The Defendants have expressed consent to the Plaintiff’s requested for an extension of time for an additional two (2) days until April 27, 2016. A true and correct copy of the foregoing document has been submitted by Larry Klayman, Esq. for the Plaintiffs, and will be delivered electronically to all Defendants who have entered an appearance in this case through the FRCP system, including the U.S. Attorney General and the Department of Justice.', 'The Plaintiff respectfully requests that the Court extend the time for the Plaintiff to file his opposition to the Defendants’ motion to dismiss and motion for summary judgment. The Plaintiff has been temporarily short-staffed in his legal work and burdened in his schedule by the recent illness and death of his father. The Defendants have expressed consent to the Plaintiff’s requested for an extension of time for an additional ten (10) days until April 25, 2016. The Court is authorized to Extend the time in which a response to a motion is due under Federal Rules of Civil Procedure (“FRCP”) Rule 6. A true and correct copy of the foregoing document will be delivered electronically to all of the Defendants who have entered an appearance in this case.']","['gov.uscourts.flsd.477203.25.0.txt', 'gov.uscourts.flsd.477203.24.0.txt', 'gov.uscourts.flsd.477203.22.0.txt', 'gov.uscourts.flsd.477203.20.0.txt']",grant,326,/mnt/a536sing/sdo1/gvc-recap/3/gov.uscourts.flsd.477203/,test
260,"['Warner Bros. Pictures is seeking to dismiss Incarcerated Entertainment, LLC’s First Amended Complaint, because it fails to state a claim. Florida amended the statute in 2015 to make it “easier and cheaper” for moviemaker defendants like Warner to dismiss lawsuits of this sort at an “early stage” and to recover their litigation expenses. The motion is based on the following Memorandum of Law and Declaration of DimitriPortnoi, Notice of Filing, and Request that Court Consider Sources all filed herewith. The First Amendment bars causes of action challenging such speech. No one owns the historical facts recounted in such movies, and moviemakers have broad artistic license to dramatize stories “based on” true events.']",['gov.uscourts.flmd.323947.89.0.txt'],"[""Incarcerated Entertainment, LLC (“IE”) files its Response in Opposition to Warner Bros. Pictures’ Motion to Dismiss Plaintiff’s First Amended Complaint. IE has sued Warner for false advertising and related claims because Warner has and is promoting its movie War Dogs as the true story of Efraim Diveroli. Warner openly admits that War Dogs is not a true story. Warner contends that its advertisements are immune from suit under the First Amendment and are not false or misleading for other reasons. In false advertising cases, courts across the country, including in this Circuit, balance the interest in free expression against the public's interest in enforcing the Lanham Act. The First Amendment does not bar IE's well-pled claims, and Warner's motion to dismiss should be denied.""]",['gov.uscourts.flmd.323947.99.0.txt'],deny,1109,/mnt/a536sing/sdn1/gvc-recap/7/gov.uscourts.flmd.323947/,train
261,"['Veoh Networks, Inc. v. UMG Recordings, Inc., et al. Case No. 07 CV 1 568 TJW (BLM) Plaintiff\'s MOTION To DISMISS OR TOTRANSFER. Judge: Hon. Thomas J. Whelan of the United States District Court for the Southern District of California, at 940 Front Street San Diego, CA 92101. Defendants: UMG, Universal Music Corp., Songs of Universal, Inc, Universal-Polygram International Publishing, Inc,. and Rondor Music International, Inc.; (collectively, ""UMG"") Plaintiff\'s motion is based on the Memorandum of Points and Authorities in the Declaration of Benjamin Glatstein, the pleadings in this action and any other matters that may properly come before the court on this matter.']",['gov.uscourts.casd.253104.13.0.txt'],"[""Veoh Networks, Inc. v. UMG Recordings, Inc., et al. et al., is a lawsuit filed in the U.S. District Court for the Southern District of California. The suit is being brought by Veoh Networks against UMG Records, Inc, a Delaware-based corporation. The case is also being brought against Veoh's parent company, VEOH Network Inc., a California-based company. The jury will hear the case at 10:00 a.m. on October 9, 2007. The trial is expected to last about three days. The verdict is expected by the end of the third day of October 7, 2007, and the trial will be heard on October 8, 7:30 p.m., 7:45 p. m. and 9:00 p.M.""]",['gov.uscourts.casd.253104.19.0.txt'],grant,152,/mnt/a536sing/sdag1/gvc-recap/4/gov.uscourts.casd.253104/,train
262,"['Curtis Flowers, through counsel, seeks access to all presentencing letters and communications from any person concerning Defendant in the instant matter. Curtis Flowers was convicted of four counts of capital murder and was sentenced to death on June 19, 2010. Patricia Ann Sullivan, a/k/a Patricia Hallmon Sullivan, was convicted on eight counts of Assisting in the Preparation of False Tax Returns in violation of 26 U.S.C. 7206(2) under the February 17, 2010 indictment. Sullivan was a material witness for the State of Mississippi against Mr. Flowers, testifying in that matter and in five others that preceded it. This motion is made as soon as practical after the official record of what makes the sentencing comment in Defendant’s case necessary in this case is provided.']",['gov.uscourts.mssd.71373.76.0.txt'],"[""The United States Attorney, by and through his undersigned assistant, and his assistant, file this response to the Applicant's Motion for Copies of All Letters Submitted m Connection with the Defendant's Sentencing. In light of the cases cited by the Applicant, we would ask that any personal identifying information be redacted from the letters beforehand and that the Court keep certam letters under seal. The Government does not object to the Court giving access to the applicant of the letters received by the Court prior to the Defendant’s sentencing. In this particular case only, and considering these particular issues, the Governments doesn't object to giving the Court access to these letters prior to sentencing. The U.S. Attorney's office has no further comment on this matter.""]",['gov.uscourts.mssd.71373.77.0.txt'],deny,1029,/mnt/a536sing/sdt1/gvc-recap/3/gov.uscourts.mssd.71373/,test
263,"[""Texas' Constitution and Statutes Unconstitutionally Ban Same-Sex Marriage. Texas' Same Sex Marriage Ban Fails Both Heightened Scrutiny and Rational Basis Examination. Plaintiffs' Inability To Marry Affects Numerous Federal Law Protections, Benefits, And Obligations. The Court Should Issue A Preliminary Injunction Against Defendants' Inunction Against Section 32 of the Same-sex Marriage Ban. Case 5:13-cv-00982-OLG Document 28 Filed 11/27/13 Page 1 of 61 purposefully. The State of Texas has twice banned same-sex marriage in its Statutes, and the Defense of Marriage Act of 2003. The Texas Legislature Banned Same- sex marriage in 1997 And Broadened the Ban By Enacting Texas' Defense of marriage Act in 2003.""]",['gov.uscourts.txwd.658375.28.0.txt'],['Plaintiffs wish to marry a person of the same sex but are prevented from doing so by Texas state law and the Texas State Constitution. Bexar County Clerk Gerard Rickhoff filed a response to Plaintiffs’ Request for a Preliminary Injunction. Defendant Rickhoff has filed a motion to be dismissed from this.lawsuit for failure to state a claim for which relief they seek can be granted. Plaintiffs are seeking both a.declaration that the Texas state laws are unconstitutional and a permanent.injunction prohibiting their enforcement. The Texas Office of the Attorney General represents the State. Defendants address the constitutional challenges to the statute and constitutional amendment in question. The Plaintiffs and the State Defendants also address the requirementsto be met before a preliminary injunction can be. granted.'],['gov.uscourts.txwd.658375.41.0.txt'],grant,536,/mnt/a536sing/sdaa1/gvc-recap/5/gov.uscourts.txwd.658375/,test
264,"[""Case 1:07-cv-10956-LBS. Case 1:7-CV-10.956- LBS: 43-CV-10,000. Case 2:09-Cv-11,000-CZ: 43. Case 3:08-Cz, 11-12, 13-14, 14-15, 17-18, 20-21, 21-22, 22-23, 23-24, 24-25, 26-27, 28-29, 29-30. Case 4:07'-CZ, 9-10-9, 10-13, 12-14. Case 5:07-'CZ', 9-11-9. Case 6:07'CZ,. 9-12-10,. 11-13. Case 7:07 'CZ,' 9-13-11. Case 8:07+Cz,. 7-12. Case 9:13'C"", 'Plaintiffs are seeking dismissal of a lawsuit filed against the Securities and Exchange Commission. The suit was filed on January 25, 2008, in the U.S. District Court for the Southern District of New York. Plaintiffs are suing the SEC for Securities Fraud, alleging that the defendants breached the Securities Exchange Act of 1934. The lawsuit was filed by Richard S. Gurainick and Schain Leifer Guralnick on behalf of a group of New Yorkers. The case was settled out of court on December 29, 2008. The settlement was reached on December 30, 2008 and was settled on January 31, 2009. The terms of the settlement were confidential, and the terms have not been disclosed. For confidential support call the National Suicide Prevention Lifeline at 1-800-273-8255 or visit http://www.suicidepreventionlifeline.org/.']","['gov.uscourts.nysd.317490.30.0.txt', 'gov.uscourts.nysd.317490.31.0.txt']","[""The return date for all Defendants' motions to dismiss, currently scheduled for April 24, 2008, at 2:15 p.m., shall be adjourned to June 5, 2008 or to such date as the Court may direct. Plaintiffs shall file their opposition papers to all motions to dismissal on or before May 2, 2008. Defendants shall file. their reply papers, if any, on or. before June 2,2008. The parties have agreed that all named parties in this action shall be represented by the same attorney. The case is referred to as the U.S. District Court for the Southern District of New York, Case 1:07-cv-10956-LBS (HBP)(HBP) and the hearing will be held in New York City on March 13.""]",['gov.uscourts.nysd.317490.47.0.txt'],deny,589,/mnt/a536sing/sdal1/gvc-recap/0/gov.uscourts.nysd.317490/,test
